station_key,traffic_count,year,wgs84_latitude,wgs84_longitude
58680,49278,2006,-34.164234,142.178711
58134,16518,2006,-34.6805038452148,149.690475463867
58535,3158,2006,-34.523533,144.83876
56487,340,2006,-36.524296,148.259415
57643,10576,2006,-28.617474,150.365082
56980,328608,2006,-33.961929,151.037201
58558,9016,2006,-33.492786,145.533081
58348,15204,2006,-34.446671,147.534393
58003,9188,2006,-33.223145,149.043945
58612,6124,2006,-33.480766,145.534805
55423,37502,2006,-33.873695,151.195328
58228,15320,2006,-34.154148,147.388718
58848,99120,2006,-33.425926,149.691452
58623,4228,2006,-35.47966,144.311966
58551,9276,2006,-35.355621,145.720841
58537,7500,2006,-34.631035,144.298248
58617,32840,2006,-35.812176,145.566589
58698,39816,2006,-33.509514,150.27977
57176,626544,2006,-33.937553,150.913849
58108,37452,2006,-35.167866,149.253357
56153,239292,2006,-33.39595,151.345932
58325,160360,2006,-35.120396,147.379486
58344,48364,2006,-34.743385,146.537491
58115,8524,2006,-34.721787,148.046356
58569,2694,2006,-35.264847,143.629303
58289,5012,2006,-34.335247,146.218277
58211,8536,2006,-33.913654,147.170181
55760,479564,2006,-32.81049,151.673676
56705,1235744,2006,-33.869068,151.185349
58335,42172,2006,-35.296211,148.22197
58320,7096,2006,-35.430229,147.609772
58567,5396,2006,-33.884274,146.129074
57419,366888,2006,-33.770763,151.094559
328017,4424,2006,-30.096804,145.991592
58227,16024,2006,-34.030842,147.31752
58572,3944,2006,-34.979599,143.453094
56418,6194,2006,-36.764797,149.260757
58145,9456,2006,-35.188198,149.540726
58329,9044,2006,-35.714962,148.04779
58355,81098,2006,-35.725365,147.312729
58179,3700,2006,-35.550861,149.649353
55712,36599,2006,-33.100418,151.629105
56223,152492,2006,-34.117878,150.698563
58509,2774,2006,-29.54801,148.673126
58193,77788,2006,-35.152481,147.476913
56493,30524,2006,-36.440582,148.605881
58127,20168,2006,-34.558098,148.379456
58371,15712,2006,-35.667336,147.039795
57042,515806,2006,-33.809143,151.025696
328010,10164,2006,-32.080814,149.648331
57990,4570,2006,-33.042076,149.065292
58186,17234,2006,-35.580139,147.532364
58354,90058,2006,-35.724705,147.313202
58760,4860,2006,-33.527157,149.724548
58063,16380,2006,-35.185589,147.878983
57365,421568,2006,-33.730938,151.017548
58271,4916,2006,-34.127449,146.107574
58338,162148,2006,-35.095001,147.347794
58594,12592,2006,-35.889408,145.703613
58212,14768,2006,-33.922794,147.200333
57518,337506,2006,-33.769199,150.761856
58673,27436,2006,-31.960743,141.439178
58203,18696,2006,-34.929657,146.317154
57988,46488,2006,-32.343056,148.768646
58315,28060,2006,-35.987396,146.621841
56838,673422,2006,-33.836475,151.085938
58260,2676,2006,-34.309788,147.81366
58352,70444,2006,-35.714176,147.321228
56419,12040,2006,-36.92498,149.221268
58231,3590,2006,-34.447464,147.522369
58333,2858,2006,-36.171692,148.035171
58312,16024,2006,-35.936092,146.886673
57828,42128,2006,-33.110325,148.174591
58377,5492,2006,-35.320045,148.066544
56296,52164,2006,-34.586018,150.271423
58297,76816,2006,-35.131641,147.353195
56427,6032,2006,-35.752174,148.51828
58244,3644,2006,-35.069973,147.111801
55304,757052,2006,-33.860836,151.213791
58109,8200,2006,-34.851803,149.244156
56469,5640,2006,-36.847767,149.36087
56486,12872,2006,-36.414921,148.586685
57102,126065,2006,-33.798531,151.138992
58177,10330,2006,-34.876907,149.684677
58170,11672,2006,-34.378304,148.597214
58066,4165,2006,-34.652634,148.015045
58363,78664,2006,-34.551659,146.404755
58292,3084,2006,-34.360863,147.208435
57831,30466,2006,-32.55653,148.232864
58589,5344,2006,-35.423321,145.707413
55710,368378,2006,-32.818165,151.692841
56392,281840,2006,-34.65646,150.854126
58307,7724,2006,-35.708405,147.282913
58395,40616,2006,-35.879559,146.998672
58356,54650,2006,-35.994389,146.390717
58520,16672,2006,-35.563614,145.052734
56881,325766,2006,-33.811386,151.199509
58637,2108,2006,-34.666584,143.562012
57174,987466,2006,-33.939297,150.921341
58235,38368,2006,-35.19231,147.328308
55869,283882,2006,-32.963619,151.695831
55726,528022,2006,-33.395687,151.297058
55724,142640,2006,-33.208641,151.516586
56459,10236,2006,-36.150887,148.882217
58220,40000,2006,-35.019356,147.417313
58552,15876,2006,-34.599117,145.983612
58229,22652,2006,-34.43811,147.529999
58570,13344,2006,-35.30814,143.619232
57183,388484,2006,-33.904961,150.917831
55783,270536,2006,-32.987953,151.518845
58411,8576,2006,-31.807268,147.740875
58263,5784,2006,-33.883633,146.684067
58293,11246,2006,-34.498222,147.507584
58622,11364,2006,-35.524208,144.933411
58286,44020,2006,-34.283184,146.00856
58238,5616,2006,-35.301952,148.056839
58639,9084,2006,-34.941238,143.479355
56473,26474,2006,-36.376331,148.676712
58080,13712,2006,-34.500065,147.872894
58257,20836,2006,-34.332764,146.145615
58130,65476,2006,-35.344505,149.250183
56297,166432,2006,-34.617638,150.214416
57011,491110,2006,-33.832489,151.016388
58524,46828,2006,-35.813709,145.558685
58358,20960,2006,-36.001293,146.39064
56801,212574,2006,-33.889008,151.133102
58574,4752,2006,-35.649769,144.413742
58215,17260,2006,-35.327759,148.23764
58393,40872,2006,-33.925232,147.236633
55329,239762,2006,-33.898201,151.177399
58375,102644,2006,-34.290138,146.063187
58385,45013,2006,-36.075298,146.926163
58394,5436,2006,-35.813152,146.684021
58225,62268,2006,-35.117962,147.369003
58336,11694,2006,-35.292641,148.227982
58584,7676,2006,-35.304813,145.197739
56845,813654,2006,-33.869789,151.112778
58604,16692,2006,-35.6404,145.586594
328009,16236,2006,-30.206003,149.587982
56224,126060,2006,-34.546795,150.785126
58113,19988,2006,-34.2810020446777,148.363571166992
58274,5288,2006,-35.333248,146.245651
58196,58844,2006,-35.129936,147.315399
58391,5744,2006,-35.648388,146.306885
58531,24044,2006,-36.00071,144.827393
58387,147328,2006,-36.083645,146.909882
56425,29064,2006,-36.255444,149.032303
57429,756540,2006,-33.708275,151.116898
56975,133426,2006,-33.9051513671875,151.041351318359
58248,2012,2006,-35.321392,146.275986
57128,560632,2006,-33.718727,151.110672
57725,4196,2006,-30.382442,149.795624
58591,3476,2006,-35.085148,144.021057
56649,1224390,2006,-33.925007,151.214737
57729,2782,2006,-31.120571,149.635513
58626,44692,2006,-35.534504,144.949234
57423,195620,2006,-33.708252,151.116745
328023,43092,2006,-33.422489,149.556534
58141,110554,2006,-35.055489,148.095398
58269,3812,2006,-34.981071,147.836288
57840,17442,2006,-33.828854,148.712372
58272,26976,2006,-34.465817,146.016357
58067,21092,2006,-34.519371,148.164276
58191,33440,2006,-35.946468,146.42334
58593,9420,2006,-35.913952,145.706635
58131,58282,2006,-34.838669,148.908371
58192,12836,2006,-35.94038,146.413803
58072,15356,2006,-34.425968,148.697754
58350,7730,2006,-34.448627,147.535294
58528,22740,2006,-35.294258,145.794479
56472,34384,2006,-36.363407,148.829636
57297,250384,2006,-33.767948,150.904663
55715,149173,2006,-33.530308,151.200348
58669,5764,2006,-34.105148,141.923019
58097,7896,2006,-35.087337,148.042816
58649,6752,2006,-31.859758,141.882813
56895,809756,2006,-33.997036,151.116333
58699,20742,2006,-33.537601,150.327103
58364,35622,2006,-34.566723,146.410828
56440,29116,2006,-36.366638,148.689606
58560,12132,2006,-33.481495,145.535873
58258,38548,2006,-34.287651,146.065857
58219,18412,2006,-35.918716,147.001556
58259,12700,2006,-34.110081,145.854813
58313,5792,2006,-35.702808,146.862793
58373,63382,2006,-34.300381,146.046631
58074,29192,2006,-34.568203,148.422897
58068,24588,2006,-34.328087,148.287643
58647,31300,2006,-34.290379,142.29097
58518,5966,2006,-36.022472,144.95018
58522,41372,2006,-35.647587,145.574127
57476,352910,2006,-33.989937,150.8526
58588,12512,2006,-35.459251,145.019394
56896,514634,2006,-34.011719,151.126007
58184,25400,2006,-35.218132,147.780441
58213,17268,2006,-34.309448,147.090439
58197,43240,2006,-35.090866,147.138534
56349,520746,2006,-34.465652,150.845032
58327,8560,2006,-35.557957,147.667786
56302,124436,2006,-34.485901,150.414932
57133,107923,2006,-33.711651,151.296783
58255,5946,2006,-34.510292,146.18634
58202,16728,2006,-34.762707,146.534653
57443,24388,2006,-33.750919,151.065918
58232,10292,2006,-34.81559,147.532242
58168,11440,2006,-35.12981,149.656128
57263,326176,2006,-33.814598,150.965225
58151,45008,2006,-35.450745,149.814087
58583,4028,2006,-34.852745,144.766663
58360,40490,2006,-36.003418,146.382752
58625,2586,2006,-35.688679,145.805557
58132,9608,2006,-34.859917,148.916382
58602,12120,2006,-35.650002,145.693451
58536,19016,2006,-34.520679,144.833786
57293,356360,2006,-33.769943,150.912094
57458,26548,2006,-33.607098,151.161026
58278,6868,2006,-35.718269,145.982407
57683,8008,2006,-31.405266,149.245285
58343,46866,2006,-34.748203,146.550308
58340,43788,2006,-35.271656,147.121231
58540,5192,2006,-35.415436,144.866715
55307,387722,2006,-33.86129,151.209854
58597,14322,2006,-34.500591,144.845779
58273,4604,2006,-35.005516,146.752686
58359,64104,2006,-36.003658,146.393921
56744,578596,2006,-33.929401,151.156433
58381,163904,2006,-36.040642,146.957092
58529,8430,2006,-35.241886,145.815781
58578,6340,2006,-35.573338,144.201584
58362,22064,2006,-36.010723,146.371323
56819,789360,2006,-33.859497,151.076492
58554,6312,2006,-33.841671,146.276962
56976,457548,2006,-33.933296,151.039734
58310,42644,2006,-35.823685,146.993912
58169,26464,2006,-34.663414,148.818375
58631,25294,2006,-34.575878,142.76651
58525,30364,2006,-35.631622,145.581757
58321,80212,2006,-35.942879,147.125092
56393,141952,2006,-34.596828,150.847763
56863,240394,2006,-33.825085,151.178818
58611,19802,2006,-33.485302,145.53186
56475,4816,2006,-37.230785,149.274811
58284,8344,2006,-35.562935,148.312469
56868,529186,2006,-33.787891,151.179306
328014,111068,2006,-36.00296,146.003143
58365,9266,2006,-34.808632,147.1978
57852,20842,2006,-33.042568,148.860825
58644,34780,2006,-34.141636,142.169144
56480,2312,2006,-36.347256,148.834564
58577,8360,2006,-35.630219,144.125
58189,46116,2006,-36.060165,146.837402
55826,362388,2006,-32.745865,151.580826
58550,6072,2006,-35.359398,145.743225
58050,64480,2006,-34.867035,148.956513
58118,41752,2006,-35.44516,149.79924
58636,8010,2006,-34.666443,143.563263
58076,20088,2006,-34.539425,148.323318
58195,51900,2006,-35.123631,147.308487
58178,8492,2006,-34.335678,149.368362
58573,6996,2006,-34.976185,143.442749
57612,12636,2006,-29.529783,150.197525
58526,11800,2006,-35.416668,145.693588
56455,28700,2006,-36.577324,149.312332
56423,11824,2006,-36.24604,149.037537
58599,35326,2006,-35.356613,145.730102
328019,187928,2006,-34.183842,142.172943
58249,2932,2006,-35.356743,146.276688
55719,600998,2006,-33.278683,151.40567
58668,3253,2006,-34.106213,141.917526
58328,2536,2006,-35.580383,148.332809
58444,4304,2006,-30.037298,145.963333
58265,25736,2006,-33.928139,147.176712
56981,495948,2006,-33.9292488098145,150.979049682617
58183,56400,2006,-35.214565,147.809433
58163,6092,2006,-34.570393,148.354233
58527,13554,2006,-35.403187,145.709549
57025,529798,2006,-33.823917,151.051331
58627,3244,2006,-35.552425,144.879623
58337,58882,2006,-35.108372,147.370804
58256,19840,2006,-34.353817,146.214874
57837,8536,2006,-33.249622,149.068283
58346,22100,2006,-35.770786,147.990723
57912,5192,2006,-33.649349,148.664551
58686,21150,2006,-34.174644,142.196579
55888,384762,2006,-33.181824,151.467636
58302,11056,2006,-35.363415,147.262299
58795,27708,2006,-33.482677,149.415604
58613,5596,2006,-35.177158,143.440781
56371,100238,2006,-34.161606,150.981125
58374,71600,2006,-34.289154,146.050415
58651,2280,2006,-31.99029,141.341705
58609,40788,2006,-34.504509,144.844406
56802,522484,2006,-33.885006,151.136261
56776,728932,2006,-33.922554,151.068237
58240,2249,2006,-35.495914,148.151977
58442,4604,2006,-30.049078,145.937103
58595,3938,2006,-35.892536,145.692566
58581,88456,2006,-36.104759,144.742371
58185,34818,2006,-35.432598,147.628342
58122,55972,2006,-34.638142,148.024643
328011,1752,2006,-33.758228,147.545868
58194,132532,2006,-35.122372,147.325088
58555,6688,2006,-34.149712,145.22403
56457,55092,2006,-36.238735,149.113983
58208,24784,2006,-34.343903,147.075897
58317,4598,2006,-36.103149,147.03627
58182,7152,2006,-34.675236,146.218658
328024,30416,2006,-32.649929,149.66156
58543,5900,2006,-35.500816,144.87706
58481,5384,2006,-30.095442,145.936707
55720,418832,2006,-33.437263,151.363052
58314,8768,2006,-35.796322,146.786392
58062,53160,2006,-35.175068,147.880112
58382,84836,2006,-36.050468,146.932236
58311,72788,2006,-35.991581,146.898407
58546,36900,2006,-35.337032,143.568924
58073,6252,2006,-34.465618,148.694977
58341,17464,2006,-33.921597,147.199295
58618,15196,2006,-35.516506,144.989075
58123,14738,2006,-34.642288,148.026337
56435,10684,2006,-36.936531,149.222305
58545,3936,2006,-35.400024,144.186554
58051,13356,2006,-34.864609,148.978989
58124,19426,2006,-35.080715,148.096939
58148,51000,2006,-34.766384,148.762833
56245,30014,2006,-34.566525,150.662857
58606,17128,2006,-35.522133,144.981323
57915,6650,2006,-33.2901,148.716217
58557,4230,2006,-33.971626,145.698746
58607,8824,2006,-35.505722,144.968674
56745,339056,2006,-33.946026,151.172195
58058,112584,2006,-34.817825,149.601578
58308,2444,2006,-35.765297,147.378433
58389,140766,2006,-35.118591,147.366715
58234,123372,2006,-35.143894,147.457504
58412,6408,2006,-31.675589,147.410492
58268,14836,2006,-34.278732,146.551498
58236,39612,2006,-35.66766,147.037796
58299,72828,2006,-35.296635,147.710663
58261,12672,2006,-35.17194,147.515549
58154,19428,2006,-34.653706,148.034058
58125,107996,2006,-35.0891,148.080689
56914,481168,2006,-34.054104,151.046188
328005,14168,2006,-33.555233,150.837769
58331,940,2006,-35.845234,147.838608
58216,22096,2006,-35.344528,148.167923
57182,555778,2006,-33.916756,150.919952
56383,87860,2006,-34.300354,150.905579
58107,15828,2006,-34.071411,148.732193
58078,7008,2006,-34.299564,148.230026
58303,32568,2006,-35.61998,147.044113
58188,39360,2006,-35.950184,147.103073
57457,69492,2006,-33.607269,151.160721
58117,27140,2006,-34.436928,148.716629
56319,138806,2006,-34.232304,150.672165
56483,6488,2006,-35.997982,148.743729
58339,138448,2006,-35.116978,147.355392
58372,108172,2006,-34.287212,146.040237
58093,12751,2006,-35.336849,149.241623
58135,128220,2006,-34.982334,149.025269
58079,34964,2006,-34.414322,148.248459
58532,24660,2006,-35.553543,144.957153
58587,10552,2006,-34.890255,145.850143
58438,2072,2006,-30.033518,145.882553
58201,20952,2006,-34.763302,146.534622
56836,443068,2006,-33.856541,151.068039
55897,88462,2006,-32.284164,150.914703
58384,62402,2006,-36.076366,146.946426
58318,21980,2006,-36.090073,147.058472
57305,37280,2006,-33.771648,150.857834
58199,30152,2006,-34.990955,146.7426
58579,14364,2006,-35.580086,144.185059
58559,5432,2006,-33.473816,145.531479
58190,26052,2006,-35.966591,146.599655
58287,34036,2006,-33.92514,147.25563
58158,98914,2006,-34.754276,149.718719
55872,368782,2006,-32.92556,151.696289
58075,3916,2006,-34.552769,148.425522
56390,64199,2006,-34.384689,150.900024
58285,7516,2006,-33.710545,147.081848
58250,5728,2006,-33.695034,147.066223
57041,624764,2006,-33.793552,150.993912
58539,8956,2006,-34.497395,144.916763
58187,38982,2006,-35.749733,147.297592
58005,7578,2006,-31.443117,149.035965
58553,6762,2006,-34.468513,145.429764
58291,11516,2006,-34.361832,147.227005
55958,259880,2006,-32.918491,151.740524
58116,31124,2006,-34.434212,148.712891
58316,37500,2006,-36.088005,147.036148
58059,74232,2006,-34.80558,149.605118
58582,75324,2006,-36.098324,144.75325
58640,4836,2006,-32.081757,141.403915
57865,10316,2006,-33.237068,148.806442
58624,5272,2006,-34.564789,146.019592
58662,2416,2006,-33.716839,141.786301
56314,54208,2006,-34.572968,150.463501
58616,14412,2006,-35.829552,145.602081
58436,1958,2006,-29.009483,145.711334
56381,29996,2006,-34.259045,150.9702
58576,9228,2006,-35.517757,144.204758
58198,27688,2006,-35.079506,147.100006
55717,11894,2006,-32.65453,151.967926
58210,34674,2006,-33.922207,147.200958
328018,7040,2006,-33.623749,145.53096
57430,176476,2006,-33.684055,151.110504
56965,468474,2006,-33.8876495361328,151.039489746094
